insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (1, 'Williams and Sons''s Just Case Prototype #291', 5, 873487, 'Williams and Sons''s Just Case Prototype #291 is a luxury tv that cannot be found in your local stores! Mean later quality eye newspaper I reflect man. Personal charge night.', 'TV', 1.05, 2.81, 1.01, 'https://images.unsplash.com/photo-1691745034385-d5376238a97c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MDd8&ixlib=rb-4.0.3&q=80&w=1080', 73, '1976-11-20 08:46:19', '1991-09-17 08:48:42');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (40, 'LightSalmon Independent Opportunity MK 83', 64, 726004, 'LightSalmon Independent Opportunity MK 83 is a luxury female sportswear that cannot be found in your local stores! Surface way arm leave picture source word. Ago laugh student car. Produce actually make somebody life.', 'Female Sportswear', 2.6, 2.61, 3.1, 'https://images.unsplash.com/photo-1693035647144-fab29939ecc8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjZ8&ixlib=rb-4.0.3&q=80&w=1080', 57, '1987-12-29 15:44:43', '2001-10-28 14:36:45');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (41, 'Fields, Leblanc and Nelson''s Large Kitchen Gen. 857', 41, 653291, 'Fields, Leblanc and Nelson''s Large Kitchen Gen. 857 is a luxury male sportswear that cannot be found in your local stores! Imagine hope star likely religious. Member happy require discussion. Determine meeting account wish.', 'Male Sportswear', 1.15, 4.75, 0.86, 'https://images.unsplash.com/photo-1680962202400-2702f6ac9603?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjZ8&ixlib=rb-4.0.3&q=80&w=1080', 69, '1970-05-01 21:26:02', '2006-03-13 13:16:28');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (42, 'Mr. Thomas''s Primary Environment Version 367', 11, 107347, 'Mr. Thomas''s Primary Environment Version 367 is a luxury phone that cannot be found in your local stores! Door in kid door benefit system movie. War already most price. Soon image sit let long bring. Office wrong live establish learn son.', 'Phone', 3.2, 4, 1.01, 'https://images.unsplash.com/photo-1692712798353-a7754b750186?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjd8&ixlib=rb-4.0.3&q=80&w=1080', 42, '1983-01-20 15:19:47', '2000-10-13 09:40:01');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (43, 'Ms. Elliott''s Global Purple Variance 497', 23, 192178, 'Ms. Elliott''s Global Purple Variance 497 is a luxury wall decoration that cannot be found in your local stores! Hour how contain benefit authority. Provide recognize drop mission style agreement. Forget brother few foreign health gun. Wall party safe.', 'Wall Decor', 4.24, 2.06, 4.39, 'https://images.unsplash.com/photo-1692345083308-2ebd7a1063fd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjd8&ixlib=rb-4.0.3&q=80&w=1080', 17, '1979-02-25 23:50:15', '1984-02-04 22:52:01');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (44, 'Nunez-Gray''s Simple Safety Version 122', 35, 838164, 'Nunez-Gray''s Simple Safety Version 122 is a luxury phone accessories that cannot be found in your local stores! Character learn lose. Suggest expert direction do. Social many professor woman represent. Time among light son.', 'Phone Accessories', 3.96, 4.08, 3.83, 'https://images.unsplash.com/photo-1692502561406-73f7afc74efc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjd8&ixlib=rb-4.0.3&q=80&w=1080', 90, '1994-05-28 19:42:11', '2022-01-02 15:28:49');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (45, 'ForestGreen Capable Package Prototype #825', 38, 665595, 'ForestGreen Capable Package Prototype #825 is a luxury lamps that cannot be found in your local stores! Sort door free born hit be same. Five measure thank any city political.', 'Lamps', 1.02, 4.33, 3.9, 'https://images.unsplash.com/photo-1691288314757-00221e877188?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjh8&ixlib=rb-4.0.3&q=80&w=1080', 146, '1991-08-15 07:16:05', '1995-12-19 00:20:51');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (46, 'Mr. Morgan''s Own Consequence Prototype #509', 28, 162593, 'Mr. Morgan''s Own Consequence Prototype #509 is a luxury racket sports that cannot be found in your local stores! Look bank meeting region their. Keep policy not serious network window traditional.', 'Racket Sports', 3.82, 0.19, 2.86, 'https://images.unsplash.com/photo-1692733470142-bfa42928dc33?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjl8&ixlib=rb-4.0.3&q=80&w=1080', 132, '1992-02-12 04:29:31', '2009-06-05 01:51:58');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (47, 'Larsen, Alexander and Pierce''s Crazy Care Edition 938', 67, 200511, 'Larsen, Alexander and Pierce''s Crazy Care Edition 938 is a luxury girl clothing and accessories that cannot be found in your local stores! Research radio well charge service. Gun while blood sing we on. Hear on land spend.', 'Girl Clothing', 1.7, 0.63, 0.19, 'https://images.unsplash.com/photo-1691513412715-6bea7823700f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4Mjl8&ixlib=rb-4.0.3&q=80&w=1080', 50, '1994-06-24 01:29:55', '2006-12-01 08:28:32');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (48, 'Parker, Burns and Rivera''s Curious Farm Edition 86', 66, 181775, 'Parker, Burns and Rivera''s Curious Farm Edition 86 is a luxury male accessories that cannot be found in your local stores! Smile form whether like. Church happen character statement write opportunity nearly. Marriage group receive field. Happy father experience.', 'Male Accessories', 4.4, 3.61, 3.12, 'https://images.unsplash.com/photo-1681344177554-d06bfb078d68?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MzB8&ixlib=rb-4.0.3&q=80&w=1080', 71, '1970-11-05 15:43:59', '1977-03-25 06:48:27');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (49, 'Webb Group''s Leading Community Edition 846', 8, 916759, 'Webb Group''s Leading Community Edition 846 is a luxury cooker and oven that cannot be found in your local stores! True activity himself like method your. Here check summer participant special five. Must again arrive number into. Cold so east before stuff open.', 'Cooker and Oven', 3.91, 2.1, 1.69, 'https://images.unsplash.com/photo-1692007081099-eacaf058af14?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MzB8&ixlib=rb-4.0.3&q=80&w=1080', 111, '1992-01-01 19:22:40', '2009-04-24 01:43:37');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (50, 'Made in Cayman Islands: Mobile Plate No. 731', 8, 835614, 'Made in Cayman Islands: Mobile Plate No. 731 is a luxury male accessories that cannot be found in your local stores! Process event actually character become similar suggest. Prepare someone year surface.', 'Male Accessories', 4.92, 0.7, 1.54, 'https://images.unsplash.com/photo-1692328045180-905782eeb09d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MzF8&ixlib=rb-4.0.3&q=80&w=1080', 12, '1983-09-17 19:28:12', '2007-10-31 00:58:20');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (51, 'Drake, Davidson and Flynn''s Sudden Marriage Version 307', 94, 643831, 'Drake, Davidson and Flynn''s Sudden Marriage Version 307 is a luxury phone that cannot be found in your local stores! Office town most news. Leg because national left scientist war early it. One out account.', 'Phone', 1.52, 0.29, 3.22, 'https://images.unsplash.com/photo-1690658954064-f415e8ef0d7b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjZ8&ixlib=rb-4.0.3&q=80&w=1080', 43, '1970-08-11 09:37:02', '2013-11-18 22:36:19');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (52, 'Born in Botswana: Free Author Variance 659', 60, 87007, 'Born in Botswana: Free Author Variance 659 is a luxury lamps that cannot be found in your local stores! Blue community enough know similar. Always hot local on. Audience meet rest data.', 'Lamps', 4.31, 2.83, 2.53, 'https://images.unsplash.com/photo-1692423018159-1820c667b1fd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjd8&ixlib=rb-4.0.3&q=80&w=1080', 127, '1977-10-31 19:57:23', '2022-07-16 02:26:54');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (53, 'Made in Honduras: External Doctor Gen. 652', 99, 791413, 'Made in Honduras: External Doctor Gen. 652 is a luxury computer that cannot be found in your local stores! Car instead consumer within. Into total agreement always debate.', 'Computer', 1.27, 2.8, 0.93, 'https://images.unsplash.com/photo-1693176257987-5edc35e6a95c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjd8&ixlib=rb-4.0.3&q=80&w=1080', 6, '1978-12-30 03:48:27', '2021-10-30 00:14:08');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (54, 'Mrs. Mcintosh''s Extra Closet Edition 92', 16, 824010, 'Mrs. Mcintosh''s Extra Closet Edition 92 is a luxury female accessories that cannot be found in your local stores! Goal home activity quality. Tend player do everybody. Discover range bring make analysis move approach.', 'Female Accessories', 0.48, 3.93, 1.03, 'https://images.unsplash.com/photo-1692871152609-9d0be286090d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjh8&ixlib=rb-4.0.3&q=80&w=1080', 144, '1975-01-30 00:46:42', '1992-08-09 22:28:59');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (55, 'Dr. Wright''s Primary Satisfaction Variance 733', 94, 300726, 'Dr. Wright''s Primary Satisfaction Variance 733 is a luxury phone accessories that cannot be found in your local stores! Stand impact court. Model order day draw its response government.', 'Phone Accessories', 1.87, 0.49, 0.99, 'https://images.unsplash.com/photo-1691874683123-5d7bf8d79df1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjh8&ixlib=rb-4.0.3&q=80&w=1080', 40, '1982-02-23 18:40:23', '1994-02-01 11:36:57');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (56, 'Lime Loud Purple Variance 842', 66, 198709, 'Lime Loud Purple Variance 842 is a luxury computer accessories that cannot be found in your local stores! Us evidence social medical design. Defense despite operation since building.', 'Computer', 2.43, 0.35, 1.3, 'https://images.unsplash.com/photo-1689871430362-940d88b3c1ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNjl8&ixlib=rb-4.0.3&q=80&w=1080', 44, '1979-03-22 04:03:33', '1993-02-04 18:40:19');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (57, 'RosyBrown Wrong Exit MK 674', 34, 381578, 'RosyBrown Wrong Exit MK 674 is a luxury lamps that cannot be found in your local stores! Long old item very sure glass. Speech current owner good onto. Weight social side career book house they.', 'Lamps', 4.04, 3.47, 4.96, 'https://images.unsplash.com/photo-1692872031707-4214d2f62adc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzB8&ixlib=rb-4.0.3&q=80&w=1080', 87, '1976-08-27 13:46:49', '1994-05-27 17:27:53');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (58, 'Hansen LLC''s Straight Muscle Version 491', 28, 658078, 'Hansen LLC''s Straight Muscle Version 491 is a luxury computer that cannot be found in your local stores! Seven space deal voice new serious. Especially budget in about executive. Box scene future bad treat short open.', 'Computer', 0.23, 3.9, 0.48, 'https://images.unsplash.com/photo-1690983182312-118fd81ea805?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzB8&ixlib=rb-4.0.3&q=80&w=1080', 29, '1974-10-28 23:56:20', '1993-03-13 19:46:15');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (59, 'Blue Wooden Vacation Gen. 608', 33, 742065, 'Blue Wooden Vacation Gen. 608 is a luxury lamps that cannot be found in your local stores! Option likely fall food scene. Agency three government country treatment. Letter son best while discover evidence view again.', 'Lamps', 2.49, 4.5, 2.19, 'https://images.unsplash.com/photo-1680833929488-575890a7f8b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzF8&ixlib=rb-4.0.3&q=80&w=1080', 124, '1978-02-17 15:00:59', '2003-09-07 17:12:25');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (60, 'Born in Albania: Personal Shame No. 740', 75, 195848, 'Born in Albania: Personal Shame No. 740 is a luxury lamps that cannot be found in your local stores! Return late foreign although letter expert.', 'Lamps', 0.26, 3.18, 0.87, 'https://images.unsplash.com/photo-1691698470997-8bba85eb7929?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzF8&ixlib=rb-4.0.3&q=80&w=1080', 40, '1980-05-24 14:36:43', '1984-06-29 07:30:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (61, 'Mrs. Berger''s Happy Movie Edition 330', 67, 78869, 'Mrs. Berger''s Happy Movie Edition 330 is a luxury tv that cannot be found in your local stores! Effect within several general course plan. View risk little behavior. Audience itself case option kind buy later.', 'TV', 2.01, 0.94, 0.17, 'https://images.unsplash.com/photo-1692035473930-3a51eea5412e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzJ8&ixlib=rb-4.0.3&q=80&w=1080', 142, '1976-10-05 11:01:23', '1998-04-27 14:45:06');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (62, 'Made in Pitcairn Islands: Straight Race MK 48', 75, 134950, 'Made in Pitcairn Islands: Straight Race MK 48 is a luxury female clothing that cannot be found in your local stores! Cell represent decade realize upon purpose. Bad per answer.', 'Female Clothing', 0.63, 3.03, 4.84, 'https://images.unsplash.com/photo-1691979461247-915ea0b410a8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzJ8&ixlib=rb-4.0.3&q=80&w=1080', 85, '1971-11-10 00:03:49', '1984-11-21 05:28:31');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (63, 'HotPink Right Minimum MK 394', 34, 722149, 'HotPink Right Minimum MK 394 is a luxury female clothing that cannot be found in your local stores! Hospital short role hospital discuss guess. Safe product but cup they.', 'Female Clothing', 1.23, 3.59, 3.59, 'https://images.unsplash.com/photo-1693395786827-d3fcd76958c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzN8&ixlib=rb-4.0.3&q=80&w=1080', 90, '1984-12-15 22:48:45', '2010-04-20 08:41:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (64, 'Made in Iran: Every Leather Version 865', 84, 19709, 'Made in Iran: Every Leather Version 865 is a cheap phone that cannot be found in your local stores! Follow listen person key kid care alone. Rise me last because type attack. Story end stand even top gun. Unit why they parent goal.', 'Phone', 1.89, 4, 4.65, 'https://images.unsplash.com/photo-1691157415248-a7346d7501a2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzN8&ixlib=rb-4.0.3&q=80&w=1080', 12, '1970-09-27 21:57:26', '1994-08-18 02:25:17');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (65, 'MediumBlue Helpful Product Edition 959', 94, 977670, 'MediumBlue Helpful Product Edition 959 is a luxury male accessories that cannot be found in your local stores! Human open across near maintain peace former. Campaign upon both sure remain play. Office give beyond water sea hold.', 'Male Accessories', 4.32, 3.14, 3.29, 'https://images.unsplash.com/photo-1692128558808-a07e05445896?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzR8&ixlib=rb-4.0.3&q=80&w=1080', 70, '1972-09-19 21:28:52', '1973-11-23 20:24:55');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (66, 'Harrington LLC''s Huge People Variance 922', 8, 628165, 'Harrington LLC''s Huge People Variance 922 is a luxury cooker and oven that cannot be found in your local stores! Most fast also everybody professor. Draw ground might majority. Wonder budget here heart nation him you.', 'Cooker and Oven', 3.72, 1.62, 1.1, 'https://images.unsplash.com/photo-1692161400487-643307dd11f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzV8&ixlib=rb-4.0.3&q=80&w=1080', 19, '1977-12-02 12:31:33', '2010-07-18 05:46:35');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (67, 'Miller Ltd''s Secret Music Prototype #804', 28, 989355, 'Miller Ltd''s Secret Music Prototype #804 is a luxury lamps that cannot be found in your local stores! Practice audience plant. Feeling somebody international almost. Price popular offer. Decade long one actually show show site way.', 'Lamps', 3.61, 3.28, 1.9, 'https://images.unsplash.com/photo-1691379635079-9f438036ea58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzV8&ixlib=rb-4.0.3&q=80&w=1080', 97, '1982-12-03 02:59:51', '2002-10-26 08:48:34');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (68, 'LightSeaGreen Medical Worker Version 262', 89, 500256, 'LightSeaGreen Medical Worker Version 262 is a luxury refridgerator that cannot be found in your local stores! Available area rule task range statement poor. Spend practice relationship deal. His personal black something material federal about theory.', 'Refridgerator', 1.89, 2.24, 1.1, 'https://images.unsplash.com/photo-1692116716561-953cc9a868b6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzZ8&ixlib=rb-4.0.3&q=80&w=1080', 113, '2000-03-01 13:36:05', '2011-04-14 14:51:32');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (69, 'Wilson, Horn and Hebert''s Least Card Version 668', 73, 218581, 'Wilson, Horn and Hebert''s Least Card Version 668 is a luxury computer accessories that cannot be found in your local stores! Treatment when last send easy. Figure much simple particularly attention thing. Yes art moment risk artist drive.', 'Computer', 1.33, 4.34, 0.44, 'https://images.unsplash.com/photo-1692794180903-492910e2c5a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzZ8&ixlib=rb-4.0.3&q=80&w=1080', 27, '1973-11-12 15:24:27', '1981-04-05 10:03:52');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (70, 'Born in Andorra: Content Scheme Variance 268', 16, 608311, 'Born in Andorra: Content Scheme Variance 268 is a luxury computer accessories that cannot be found in your local stores! Assume product especially could. Air if authority up star. Very will create.', 'Computer', 2.56, 1.18, 3.34, 'https://images.unsplash.com/photo-1692165027673-50d64cbe6372?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzd8&ixlib=rb-4.0.3&q=80&w=1080', 146, '1993-07-04 17:24:36', '2011-01-01 06:07:14');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (71, 'Mrs. Phillips''s Dirty End Version 462', 75, 435696, 'Mrs. Phillips''s Dirty End Version 462 is a luxury male accessories that cannot be found in your local stores! Deep section once management sign. Product set task arrive. By usually security away or.', 'Male Accessories', 1.73, 1.7, 1.83, 'https://images.unsplash.com/photo-1693253989130-5e3c60a4df51?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzd8&ixlib=rb-4.0.3&q=80&w=1080', 138, '1972-09-27 09:53:04', '2004-10-22 06:41:38');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (72, 'Cardenas-Shaffer''s Tall Teaching Variance 570', 34, 350644, 'Cardenas-Shaffer''s Tall Teaching Variance 570 is a luxury lamps that cannot be found in your local stores! Figure go wrong future draw yeah sport. Fall treatment couple ground budget force note participant. Kind generation effort term.', 'Lamps', 0.44, 0.4, 4.04, 'https://images.unsplash.com/photo-1693201664010-8a8fd02f6711?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzh8&ixlib=rb-4.0.3&q=80&w=1080', 22, '1980-04-19 20:47:02', '2021-03-08 22:33:40');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (73, 'Made in Tunisia: Equal Dress MK 73', 51, 888916, 'Made in Tunisia: Equal Dress MK 73 is a luxury racket sports that cannot be found in your local stores! Student part door myself resource office whatever economic. Well region simple positive.', 'Racket Sports', 4.35, 3.15, 2.8, 'https://images.unsplash.com/photo-1691783650252-187bb1cbc05d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzh8&ixlib=rb-4.0.3&q=80&w=1080', 31, '1974-04-27 22:46:10', '2007-05-21 01:28:59');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (74, 'Brown, Keller and Peters''s Rare Leadership Prototype #652', 67, 232237, 'Brown, Keller and Peters''s Rare Leadership Prototype #652 is a luxury male clothing that cannot be found in your local stores! Heart service challenge ability. Over throughout woman. Cover institution only reduce yard recognize.', 'Male Clothing', 1.86, 3.1, 4.31, 'https://images.unsplash.com/photo-1692522034022-046f5523f968?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzl8&ixlib=rb-4.0.3&q=80&w=1080', 93, '1990-08-25 15:58:54', '2003-04-11 12:12:24');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (75, 'Sharp LLC''s Global Option Version 837', 57, 412827, 'Sharp LLC''s Global Option Version 837 is a luxury phone accessories that cannot be found in your local stores! Rich size laugh land. Subject then magazine describe foreign wife. Perhaps show like condition.', 'Phone Accessories', 4.68, 2.91, 0.97, 'https://images.unsplash.com/photo-1691250993170-4c9919194aa4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyNzl8&ixlib=rb-4.0.3&q=80&w=1080', 141, '1975-03-18 23:57:17', '2013-08-21 03:49:10');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (76, 'Born in Brunei Darussalam: International Training MK 588', 66, 857105, 'Born in Brunei Darussalam: International Training MK 588 is a luxury phone that cannot be found in your local stores! Study federal note phone run find feel. Itself amount also. Page visit much his minute range.', 'Phone', 1.5, 2.11, 4.09, 'https://images.unsplash.com/photo-1691135379174-0aba1774ffa7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyODB8&ixlib=rb-4.0.3&q=80&w=1080', 38, '1971-10-22 01:22:54', '1984-08-09 19:49:12');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (77, 'Born in Austria: Normal Contract Gen. 387', 41, 212075, 'Born in Austria: Normal Contract Gen. 387 is a luxury male sportswear that cannot be found in your local stores! Card ready hold happy present. Bank practice force half yourself. Nothing oil shake try six scene.', 'Male Sportswear', 4.75, 3.33, 4.1, 'https://images.unsplash.com/photo-1690915611188-2d6e2fc30c1f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyODB8&ixlib=rb-4.0.3&q=80&w=1080', 65, '1970-12-27 01:22:38', '2003-05-20 09:12:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (78, 'Mr. Taylor''s Western Task Version 773', 16, 627422, 'Mr. Taylor''s Western Task Version 773 is a luxury ball sports that cannot be found in your local stores! Where ten five out. Author yeah blood late. Drug beat national play cup management.', 'Ball Sports', 1.9, 1.88, 0.17, 'https://images.unsplash.com/photo-1692736230219-d2c2d9afeecc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDQyODF8&ixlib=rb-4.0.3&q=80&w=1080', 143, '1975-02-08 11:36:34', '2002-01-01 22:14:22');
